Fecha,Ciudad,Tipo_Hospedaje,Precio_Noche_USD,Noches,Precio_Total_USD
2024-05-11,Estambul,Hotel 5 estrellas,246.47,6,1478.82
2023-05-05,Toronto,Hotel 5 estrellas,541.24,12,6494.88
2024-03-14,Lima,Hotel 5 estrellas,901.79,7,6312.53
2023-08-12,París,Hotel 3 estrellas,91.11,2,182.22
2022-11-04,Nueva York,Airbnb,86.71,11,953.81
2024-10-29,Roma,Hotel 3 estrellas,138.4,6,830.4
2022-09-18,Berlín,Hotel 4 estrellas,144.7,2,289.4
2023-08-08,Moscú,Airbnb,195.95,4,783.8
2024-01-23,Singapur,Hotel 3 estrellas,111.04,9,999.36
2023-02-21,Río de Janeiro,Airbnb,138.06,5,690.3
2023-12-29,Estambul,Hostal,30.81,8,246.48
2024-10-20,El Cairo,Airbnb,51.92,2,103.84
2022-08-24,Delhi,Airbnb,156.05,7,1092.35
2025-01-12,Tokio,Hostal,39.41,8,315.28
2024-12-01,Buenos Aires,Hotel 5 estrellas,953.69,13,12397.97
2024-04-21,Delhi,Airbnb,193.89,3,581.67
2023-01-03,Seúl,Hotel 3 estrellas,114.86,12,1378.32
2022-10-26,Nueva York,Hotel 4 estrellas,177.72,1,177.72
2023-08-11,Berlín,Hotel 3 estrellas,145.61,14,2038.54
2022-09-09,Río de Janeiro,Hotel 5 estrellas,200.29,13,2603.77
2022-09-10,San Francisco,Hotel 3 estrellas,138.78,6,832.68
2023-11-10,Bangkok,Hotel 5 estrellas,263.6,2,527.2
2024-04-12,Berlín,Hotel 5 estrellas,405.12,7,2835.84
2022-09-29,Toronto,Hotel 4 estrellas,177.12,8,1416.96
2023-01-07,Buenos Aires,Airbnb,32.32,3,96.96
2022-11-10,Londres,Hotel 2 estrellas,78.05,11,858.55
2023-04-29,El Cairo,Hotel 3 estrellas,111.71,2,223.42
2023-04-10,Nueva York,Hotel 3 estrellas,102.77,10,1027.7
2022-10-22,Praga,Hotel 2 estrellas,60.34,7,422.38
2024-12-03,Roma,Hostal,48.62,8,388.96
2023-01-11,Nueva York,Hostal,32.7,4,130.8
2023-12-17,Tokio,Hotel 4 estrellas,117.96,10,1179.6
2024-01-06,Moscú,Hostal,44.94,10,449.4
2022-11-18,Ámsterdam,Hotel 2 estrellas,73.09,10,730.9
2024-10-03,Tokio,Airbnb,44.21,14,618.94
2025-04-06,Seúl,Hostal,27.13,12,325.56
2023-01-09,Estambul,Hotel 4 estrellas,175.4,12,2104.8
2024-01-29,Buenos Aires,Hostal,35.49,11,390.39
2023-03-26,Praga,Hotel 4 estrellas,217.74,6,1306.44
2024-11-07,Ciudad del Cabo,Hotel 4 estrellas,135.25,1,135.25
2023-04-03,Sídney,Hotel 4 estrellas,138.6,13,1801.8
2022-06-26,Bangkok,Hostal,31.16,8,249.28
2024-11-17,París,Hotel 5 estrellas,396.81,8,3174.48
2023-09-23,Barcelona,Hotel 3 estrellas,114.58,1,114.58
2024-01-05,Ámsterdam,Hotel 2 estrellas,71.35,9,642.15
2022-06-17,Toronto,Hostal,21.0,3,63.0
2024-06-20,Roma,Hotel 3 estrellas,80.93,11,890.23
2023-07-11,Tokio,Hotel 4 estrellas,176.72,5,883.6
2023-03-01,Estambul,Hotel 2 estrellas,67.18,8,537.44
2023-03-19,Seúl,Hotel 5 estrellas,461.62,14,6462.68
2023-09-11,El Cairo,Hotel 3 estrellas,81.21,8,649.68
2022-07-28,Singapur,Airbnb,52.85,12,634.2
2024-04-09,San Francisco,Hotel 4 estrellas,142.7,6,856.2
2022-05-29,Ciudad de México,Airbnb,92.21,10,922.1
2024-09-02,Ciudad de México,Hotel 2 estrellas,67.92,7,475.44
2023-05-04,Delhi,Hostal,37.84,12,454.08
2024-01-09,Nueva York,Hotel 5 estrellas,872.54,5,4362.7
2025-04-14,Bangkok,Hotel 5 estrellas,624.4,8,4995.2
2024-06-12,Roma,Hotel 5 estrellas,222.33,6,1333.98
2023-09-09,Moscú,Airbnb,82.83,11,911.13
2024-08-14,San Francisco,Airbnb,39.32,9,353.88
2023-03-31,Buenos Aires,Hostal,20.96,2,41.92
2023-05-06,Ciudad de México,Hostal,35.47,9,319.23
2024-04-09,Dubái,Hotel 2 estrellas,58.96,12,707.52
2024-02-01,Singapur,Hotel 4 estrellas,147.02,12,1764.24
2024-08-30,Seúl,Hotel 4 estrellas,191.74,3,575.22
2024-11-29,Barcelona,Hotel 5 estrellas,380.23,6,2281.38
2023-01-13,Toronto,Airbnb,168.3,8,1346.4
2022-06-20,San Francisco,Airbnb,151.05,5,755.25
2022-09-16,Moscú,Hotel 3 estrellas,70.93,11,780.23
2024-11-18,San Francisco,Hotel 2 estrellas,72.93,13,948.09
2024-05-11,Sídney,Hotel 5 estrellas,423.7,4,1694.8
2022-12-16,Seúl,Hotel 2 estrellas,66.32,2,132.64
2025-01-10,Nueva York,Hotel 2 estrellas,72.26,8,578.08
2022-08-08,Ámsterdam,Hotel 3 estrellas,64.3,8,514.4
2023-11-10,Bangkok,Hotel 5 estrellas,385.36,3,1156.08
2024-12-19,Seúl,Hotel 2 estrellas,62.98,1,62.98
2025-01-14,Toronto,Hotel 4 estrellas,238.49,6,1430.94
2024-08-24,Bangkok,Airbnb,125.8,3,377.4
2022-09-03,Nueva York,Hostal,14.97,7,104.79
2025-03-01,Lima,Hostal,18.14,6,108.84
2023-12-21,París,Hotel 4 estrellas,186.71,1,186.71
2024-04-08,San Francisco,Hotel 3 estrellas,124.06,2,248.12
2025-04-17,Ámsterdam,Hotel 2 estrellas,69.07,9,621.63
2024-11-11,Barcelona,Hotel 5 estrellas,751.28,1,751.28
2025-01-19,Río de Janeiro,Hotel 2 estrellas,77.11,14,1079.54
2024-07-05,Ciudad del Cabo,Hotel 3 estrellas,116.38,14,1629.32
2022-07-08,Ciudad del Cabo,Airbnb,74.63,6,447.78
2024-07-15,Sídney,Hostal,41.08,1,41.08
2024-05-25,Tokio,Hostal,27.55,2,55.1
2024-06-14,Seúl,Airbnb,112.31,5,561.55
2022-10-13,El Cairo,Hostal,40.01,7,280.07
2023-11-14,Ciudad de México,Hotel 4 estrellas,136.54,11,1501.94
2023-09-18,San Francisco,Hostal,14.69,11,161.59
2024-10-14,Roma,Hotel 5 estrellas,929.19,2,1858.38
2022-08-11,San Francisco,Hostal,30.44,13,395.72
2025-04-06,Buenos Aires,Hotel 5 estrellas,915.57,12,10986.84
2023-02-12,Toronto,Hotel 4 estrellas,107.41,5,537.05
2025-04-08,Buenos Aires,Hostal,12.54,6,75.24
2023-12-19,Ámsterdam,Airbnb,195.89,14,2742.46
2023-09-26,Toronto,Hostal,45.13,11,496.43
2022-06-20,Lima,Hostal,42.9,12,514.8
2024-08-03,Londres,Hotel 3 estrellas,85.39,8,683.12
2023-12-17,Delhi,Hotel 4 estrellas,110.46,10,1104.6
2022-10-02,Barcelona,Airbnb,196.25,14,2747.5
2023-09-21,Roma,Hostal,22.49,12,269.88
2022-08-18,Seúl,Hotel 3 estrellas,146.2,11,1608.2
2022-06-09,El Cairo,Hotel 3 estrellas,121.19,8,969.52
2024-08-20,Nueva York,Hotel 3 estrellas,73.42,3,220.26
2023-05-04,Berlín,Hotel 3 estrellas,95.04,3,285.12
2023-04-02,Barcelona,Hotel 5 estrellas,279.69,13,3635.97
2022-06-30,París,Hotel 3 estrellas,73.03,1,73.03
2022-09-22,Ciudad de México,Airbnb,97.82,4,391.28
2024-03-27,Singapur,Hotel 4 estrellas,244.63,11,2690.93
2023-10-29,Ámsterdam,Hostal,10.46,14,146.44
2022-10-01,Ámsterdam,Hotel 5 estrellas,853.28,6,5119.68
2023-10-04,San Francisco,Hotel 5 estrellas,768.58,4,3074.32
2023-04-29,Londres,Airbnb,199.48,2,398.96
2022-11-22,París,Hotel 4 estrellas,124.77,9,1122.93
2024-07-11,Barcelona,Hotel 2 estrellas,59.07,7,413.49
2024-08-12,Ámsterdam,Hotel 2 estrellas,54.89,3,164.67
2024-06-09,Londres,Hostal,21.17,12,254.04
2024-03-30,Río de Janeiro,Hotel 2 estrellas,69.08,12,828.96
2022-06-24,Delhi,Airbnb,114.28,4,457.12
2022-12-11,Ámsterdam,Hotel 2 estrellas,46.59,12,559.08
2023-07-14,Ámsterdam,Hostal,36.07,1,36.07
2024-04-12,Londres,Hotel 4 estrellas,220.2,11,2422.2
2024-05-01,Ciudad de México,Hotel 4 estrellas,113.64,11,1250.04
2022-10-05,Bangkok,Hotel 4 estrellas,227.93,2,455.86
2024-06-07,Sídney,Hotel 2 estrellas,61.83,5,309.15
2023-10-03,El Cairo,Hostal,12.02,13,156.26
2023-11-05,Delhi,Hostal,11.62,12,139.44
2023-03-29,Delhi,Hotel 4 estrellas,233.5,7,1634.5
2024-03-20,Delhi,Hotel 2 estrellas,50.43,6,302.58
2024-11-09,Ciudad del Cabo,Hostal,26.1,1,26.1
2023-09-02,Sídney,Hotel 3 estrellas,107.8,9,970.2
2025-02-04,Praga,Hotel 5 estrellas,866.64,12,10399.68
2023-06-10,El Cairo,Hotel 3 estrellas,80.41,13,1045.33
2023-06-27,Seúl,Hotel 4 estrellas,205.62,8,1644.96
2025-03-06,Ciudad de México,Hotel 5 estrellas,788.92,6,4733.52
2023-07-23,Estambul,Hostal,30.23,14,423.22
2024-02-29,Berlín,Hotel 3 estrellas,87.34,9,786.06
2024-06-01,Nueva York,Hotel 4 estrellas,134.62,5,673.1
2022-06-14,Nueva York,Airbnb,151.63,6,909.78
2024-04-05,Roma,Hotel 5 estrellas,733.16,7,5132.12
2024-09-07,París,Hotel 2 estrellas,50.0,7,350.0
2024-01-24,Buenos Aires,Hotel 2 estrellas,51.76,11,569.36
2025-04-09,Dubái,Hotel 3 estrellas,72.28,11,795.08
2023-10-16,Ámsterdam,Hotel 4 estrellas,181.58,6,1089.48
2024-08-12,Barcelona,Hotel 5 estrellas,449.65,2,899.3
2022-12-17,Bangkok,Hotel 5 estrellas,257.28,9,2315.52
2024-03-13,Estambul,Hotel 2 estrellas,61.4,6,368.4
2023-06-17,Ámsterdam,Hotel 4 estrellas,120.76,3,362.28
2022-07-03,Tokio,Hostal,38.09,3,114.27
2024-09-23,Nueva York,Hotel 3 estrellas,112.95,9,1016.55
2022-08-26,San Francisco,Hotel 3 estrellas,106.76,12,1281.12
2025-02-12,Delhi,Hotel 4 estrellas,182.7,1,182.7
2024-02-28,Moscú,Hotel 4 estrellas,224.54,12,2694.48
2024-09-03,El Cairo,Hotel 4 estrellas,149.98,9,1349.82
2023-09-13,Dubái,Hotel 5 estrellas,602.32,8,4818.56
2025-02-16,Toronto,Airbnb,199.4,4,797.6
2024-09-29,Ciudad de México,Hotel 3 estrellas,79.6,4,318.4
2025-02-22,Río de Janeiro,Hotel 5 estrellas,385.86,9,3472.74
2023-08-06,Toronto,Hostal,45.01,2,90.02
2024-10-03,Londres,Hostal,31.01,9,279.09
2023-07-06,Roma,Hotel 2 estrellas,65.37,11,719.07
2024-07-24,París,Hotel 4 estrellas,120.09,5,600.45
2025-03-07,Moscú,Hostal,13.71,5,68.55
2024-06-28,Praga,Hotel 3 estrellas,71.75,11,789.25
2023-07-27,Estambul,Airbnb,165.84,9,1492.56
2022-09-17,Singapur,Hotel 4 estrellas,148.17,3,444.51
2024-12-02,Seúl,Hotel 5 estrellas,631.28,8,5050.24
2024-02-15,Delhi,Hostal,29.94,1,29.94
2023-03-14,Seúl,Hotel 4 estrellas,129.3,5,646.5
2024-05-22,Ciudad del Cabo,Hostal,45.97,9,413.73
2022-08-18,Singapur,Hotel 3 estrellas,71.48,13,929.24
2024-11-20,Bangkok,Hotel 5 estrellas,752.4,4,3009.6
2025-02-13,Praga,Hotel 2 estrellas,50.17,6,301.02
2025-04-16,Praga,Hotel 3 estrellas,92.02,12,1104.24
2024-08-31,Ciudad del Cabo,Hotel 2 estrellas,74.4,6,446.4
2022-10-05,Tokio,Hotel 5 estrellas,955.95,9,8603.55
2022-09-29,Buenos Aires,Hostal,42.46,9,382.14
2024-01-02,Dubái,Hotel 2 estrellas,45.03,14,630.42
2023-08-01,Praga,Hotel 4 estrellas,112.54,3,337.62
2024-03-21,Berlín,Airbnb,151.51,1,151.51
2024-11-04,Tokio,Hotel 3 estrellas,132.95,1,132.95
2023-11-27,Tokio,Airbnb,177.92,6,1067.52
2023-02-01,Barcelona,Hostal,24.28,1,24.28
2024-03-15,Toronto,Hotel 3 estrellas,146.66,9,1319.94
2023-08-26,Tokio,Hotel 2 estrellas,74.27,2,148.54
2023-01-05,Lima,Hotel 4 estrellas,111.93,2,223.86
2023-08-07,Lima,Hotel 4 estrellas,248.2,9,2233.8
2024-10-14,París,Hotel 4 estrellas,212.19,10,2121.9
2022-10-25,Ámsterdam,Hotel 5 estrellas,346.64,13,4506.32
2023-12-20,Ciudad de México,Hotel 5 estrellas,871.03,9,7839.27
2023-10-14,Londres,Hotel 3 estrellas,119.3,3,357.9
2022-08-08,Ámsterdam,Hostal,38.48,7,269.36
2024-02-24,Ciudad de México,Airbnb,197.44,7,1382.08
2023-11-24,Ciudad del Cabo,Hotel 5 estrellas,896.5,4,3586.0
2024-09-10,Río de Janeiro,Hostal,20.49,10,204.9
2022-12-12,Singapur,Hotel 3 estrellas,103.29,2,206.58
2025-01-11,Singapur,Hostal,25.95,11,285.45
2022-12-29,París,Hotel 2 estrellas,67.21,11,739.31
2025-03-25,Delhi,Hotel 3 estrellas,97.34,1,97.34
2022-08-01,Delhi,Hotel 3 estrellas,75.18,11,826.98
2023-03-18,Seúl,Hotel 5 estrellas,375.81,4,1503.24
2023-10-24,París,Hotel 3 estrellas,134.67,11,1481.37
2024-07-26,Toronto,Hostal,13.25,13,172.25
2023-06-17,Estambul,Hotel 3 estrellas,135.31,7,947.17
2023-02-12,San Francisco,Airbnb,112.03,13,1456.39
2022-11-15,Sídney,Hotel 5 estrellas,632.93,12,7595.16
2023-10-06,Sídney,Hotel 5 estrellas,245.02,2,490.04
2024-02-03,Seúl,Hotel 5 estrellas,959.17,3,2877.51
2024-11-20,Nueva York,Hotel 5 estrellas,932.03,11,10252.33
2023-03-12,Nueva York,Airbnb,131.72,14,1844.08
2025-04-22,Tokio,Airbnb,115.38,8,923.04
2022-12-08,Singapur,Hotel 4 estrellas,163.75,14,2292.5
2025-03-28,Seúl,Hostal,39.35,6,236.1
2023-06-23,Nueva York,Hotel 3 estrellas,109.1,5,545.5
2023-08-10,Tokio,Hotel 5 estrellas,814.69,13,10590.97
2025-03-03,Barcelona,Hostal,21.24,9,191.16
2023-08-02,San Francisco,Hotel 4 estrellas,119.2,13,1549.6
2024-12-04,Berlín,Hotel 5 estrellas,933.85,5,4669.25
2023-04-28,Buenos Aires,Hotel 3 estrellas,89.48,2,178.96
2023-02-19,Praga,Hotel 5 estrellas,803.57,3,2410.71
2022-10-09,Berlín,Hotel 2 estrellas,55.96,13,727.48
2024-09-09,Praga,Hotel 4 estrellas,173.42,1,173.42
2025-02-15,Praga,Hotel 3 estrellas,60.55,7,423.85
2023-05-20,Río de Janeiro,Airbnb,156.22,5,781.1
2024-07-04,Berlín,Hotel 4 estrellas,162.27,1,162.27
2023-03-16,San Francisco,Hotel 3 estrellas,126.48,9,1138.32
2023-08-07,Dubái,Hotel 3 estrellas,102.6,10,1026.0
2023-12-11,Singapur,Hotel 4 estrellas,163.38,8,1307.04
2024-01-12,Ciudad del Cabo,Hostal,20.5,9,184.5
2023-05-12,Tokio,Hotel 5 estrellas,315.45,5,1577.25
2022-06-07,Tokio,Hostal,21.34,6,128.04
2024-09-05,Delhi,Hotel 3 estrellas,143.27,11,1575.97
2024-05-18,Buenos Aires,Hotel 3 estrellas,69.24,6,415.44
2024-06-17,Seúl,Hostal,26.51,7,185.57
2023-08-17,Toronto,Hotel 4 estrellas,142.98,10,1429.8
2022-08-17,París,Hotel 4 estrellas,240.38,12,2884.56
2023-08-11,Praga,Hotel 3 estrellas,72.1,9,648.9
2024-10-29,Lima,Hotel 4 estrellas,210.05,1,210.05
2023-01-14,Delhi,Hotel 3 estrellas,93.01,13,1209.13
2022-11-28,Praga,Hostal,14.67,11,161.37
2022-09-30,Lima,Airbnb,107.45,1,107.45
2024-03-09,Barcelona,Hotel 2 estrellas,78.28,12,939.36
2022-10-18,Ciudad del Cabo,Hotel 5 estrellas,835.6,8,6684.8
2022-08-31,Ámsterdam,Hotel 3 estrellas,93.45,6,560.7
2023-04-06,Río de Janeiro,Hostal,37.06,10,370.6
2024-12-16,Nueva York,Hotel 5 estrellas,597.79,3,1793.37
2024-05-19,París,Airbnb,110.3,5,551.5
2023-04-04,Río de Janeiro,Hostal,18.5,3,55.5
2022-11-14,Barcelona,Hotel 5 estrellas,626.71,5,3133.55
2024-10-17,Toronto,Hotel 3 estrellas,111.68,9,1005.12
2023-11-10,Seúl,Hotel 2 estrellas,68.47,8,547.76
2023-12-16,París,Airbnb,104.82,3,314.46
2024-08-20,Seúl,Hotel 3 estrellas,138.37,13,1798.81
2023-02-13,Bangkok,Hotel 4 estrellas,246.17,2,492.34
2023-04-08,Dubái,Hostal,21.14,9,190.26
2024-08-06,París,Hotel 4 estrellas,135.19,11,1487.09
2024-02-24,París,Hotel 3 estrellas,146.68,4,586.72
2025-02-26,Moscú,Hostal,32.69,10,326.9
2023-07-24,Sídney,Hotel 5 estrellas,544.66,11,5991.26
2023-10-26,Sídney,Hotel 2 estrellas,57.95,7,405.65
2024-11-29,Buenos Aires,Hotel 2 estrellas,59.56,6,357.36
2022-08-11,Delhi,Hotel 4 estrellas,228.42,3,685.26
2023-08-29,Barcelona,Hotel 3 estrellas,109.11,1,109.11
2025-04-03,Río de Janeiro,Hotel 2 estrellas,71.79,2,143.58
2023-06-13,Londres,Airbnb,191.89,2,383.78
2023-01-17,San Francisco,Hotel 2 estrellas,69.62,3,208.86
2025-01-02,Ciudad de México,Hotel 5 estrellas,776.02,13,10088.26
2024-11-25,Toronto,Hotel 2 estrellas,49.97,6,299.82
2023-02-21,Singapur,Hotel 2 estrellas,79.43,2,158.86
2023-08-23,Singapur,Hotel 4 estrellas,249.31,12,2991.72
2024-11-01,Moscú,Hotel 5 estrellas,567.72,11,6244.92
2025-01-25,Buenos Aires,Hostal,13.09,1,13.09
2023-09-03,Barcelona,Hostal,12.94,11,142.34
2022-10-02,Dubái,Hotel 4 estrellas,215.92,1,215.92
2024-04-06,Roma,Hostal,42.27,1,42.27
2024-11-27,Tokio,Hostal,25.75,13,334.75
2023-02-14,Barcelona,Hotel 4 estrellas,109.56,1,109.56
2024-11-11,Ámsterdam,Hotel 2 estrellas,69.16,12,829.92
2023-05-04,Dubái,Hotel 3 estrellas,61.88,6,371.28
2025-04-07,Barcelona,Hotel 4 estrellas,229.86,9,2068.74
2024-03-31,Estambul,Hostal,18.76,9,168.84
2023-03-09,Sídney,Hotel 3 estrellas,118.31,6,709.86
2024-04-27,Delhi,Hotel 5 estrellas,699.48,5,3497.4
2024-08-28,Sídney,Hotel 2 estrellas,42.79,5,213.95
2024-02-15,Bangkok,Airbnb,169.66,5,848.3
2023-02-12,Ciudad de México,Hotel 2 estrellas,49.38,8,395.04
2025-03-08,Estambul,Hotel 3 estrellas,139.16,6,834.96
2023-10-17,Berlín,Hotel 5 estrellas,208.3,9,1874.7
2025-01-13,Delhi,Hotel 5 estrellas,967.79,7,6774.53
2023-12-10,Seúl,Hotel 5 estrellas,629.45,11,6923.95
2024-09-26,Dubái,Hotel 5 estrellas,981.19,6,5887.14
2024-07-02,Ciudad del Cabo,Hotel 2 estrellas,74.33,14,1040.62
2025-04-18,Barcelona,Hotel 2 estrellas,64.59,11,710.49
2024-05-14,Bangkok,Hotel 3 estrellas,105.69,11,1162.59
2025-02-17,Ciudad del Cabo,Hostal,48.01,10,480.1
2023-01-06,Bangkok,Hotel 4 estrellas,224.23,1,224.23
2024-02-07,Estambul,Hotel 3 estrellas,92.46,6,554.76
2025-01-12,Ciudad de México,Hotel 5 estrellas,679.34,8,5434.72
2024-11-30,París,Hotel 5 estrellas,937.22,2,1874.44
2023-10-15,París,Hostal,27.11,3,81.33
2022-12-17,Río de Janeiro,Airbnb,186.25,11,2048.75
2025-04-17,Singapur,Hotel 3 estrellas,79.5,6,477.0
2024-12-17,Estambul,Hotel 5 estrellas,323.16,7,2262.12
2023-08-15,Berlín,Hotel 4 estrellas,219.77,5,1098.85
2025-04-26,Buenos Aires,Hotel 2 estrellas,61.98,14,867.72
2023-04-28,Nueva York,Hotel 5 estrellas,490.91,2,981.82
2023-03-19,Dubái,Hotel 4 estrellas,246.78,4,987.12
2022-07-31,Río de Janeiro,Airbnb,182.01,8,1456.08
2022-07-28,Praga,Hotel 5 estrellas,675.16,12,8101.92
2022-07-27,Moscú,Hotel 3 estrellas,89.36,12,1072.32
2022-12-01,Ámsterdam,Hotel 2 estrellas,45.94,2,91.88
2022-10-14,Seúl,Hotel 2 estrellas,75.31,9,677.79
2024-06-17,París,Hotel 3 estrellas,125.37,13,1629.81
2024-01-03,Sídney,Hotel 3 estrellas,105.2,9,946.8
2025-04-24,Singapur,Hostal,46.42,9,417.78
2023-03-31,Moscú,Hotel 5 estrellas,872.32,6,5233.92
2022-10-27,Lima,Hotel 3 estrellas,136.49,4,545.96
2024-04-12,Berlín,Hostal,44.68,13,580.84
2024-02-26,Roma,Hotel 4 estrellas,147.79,9,1330.11
2023-12-29,Sídney,Hotel 2 estrellas,77.64,10,776.4
2024-10-04,Lima,Hotel 3 estrellas,117.62,5,588.1
2024-04-20,Tokio,Hotel 5 estrellas,730.36,10,7303.6
2023-07-25,Tokio,Hotel 4 estrellas,142.55,6,855.3
2024-03-29,Delhi,Hostal,22.75,4,91.0
2024-11-08,Delhi,Hotel 5 estrellas,379.88,9,3418.92
2025-03-28,Ámsterdam,Hotel 5 estrellas,686.59,10,6865.9
2024-09-21,Ciudad del Cabo,Airbnb,194.83,2,389.66
2025-03-14,Delhi,Hotel 3 estrellas,79.1,13,1028.3
2024-02-10,Río de Janeiro,Hotel 5 estrellas,235.88,11,2594.68
2023-02-21,Ámsterdam,Hotel 5 estrellas,346.23,5,1731.15
2024-11-02,Toronto,Airbnb,101.06,8,808.48
2024-10-02,Nueva York,Hotel 5 estrellas,652.76,1,652.76
2023-03-24,Singapur,Hotel 2 estrellas,65.28,3,195.84
2023-03-19,Delhi,Hotel 5 estrellas,291.91,10,2919.1
2022-10-29,Moscú,Hotel 4 estrellas,178.87,7,1252.09
2023-11-22,Bangkok,Airbnb,42.03,12,504.36
2024-06-21,Ciudad de México,Hostal,48.73,2,97.46
2024-05-07,Ciudad de México,Hotel 3 estrellas,106.12,8,848.96
2025-04-13,Londres,Hotel 4 estrellas,165.01,5,825.05
2024-08-09,Seúl,Airbnb,38.9,14,544.6
2022-07-17,Tokio,Hotel 2 estrellas,71.17,3,213.51
2023-06-18,Roma,Hostal,34.21,12,410.52
2022-08-03,Ciudad de México,Hotel 4 estrellas,160.89,1,160.89
2022-07-09,Seúl,Hotel 2 estrellas,51.49,6,308.94
2024-08-13,El Cairo,Hostal,12.94,1,12.94
2023-03-17,Tokio,Hotel 3 estrellas,129.81,11,1427.91
2025-01-12,El Cairo,Hotel 2 estrellas,48.83,14,683.62
2023-05-30,San Francisco,Airbnb,96.29,13,1251.77
2025-01-07,Seúl,Airbnb,140.42,9,1263.78
2023-06-24,París,Hotel 4 estrellas,150.38,4,601.52
2024-08-24,París,Hotel 5 estrellas,744.54,9,6700.86
2022-07-04,Seúl,Hotel 5 estrellas,904.79,8,7238.32
2024-03-18,Lima,Airbnb,67.36,8,538.88
2023-12-15,Londres,Airbnb,181.21,11,1993.31
2023-10-23,Berlín,Hotel 2 estrellas,61.28,7,428.96
2024-05-01,Barcelona,Hostal,17.71,2,35.42
2023-02-22,Roma,Hostal,42.95,8,343.6
2024-06-01,Tokio,Airbnb,152.79,7,1069.53
2024-07-11,Lima,Hotel 4 estrellas,154.58,12,1854.96
2025-04-27,Berlín,Hotel 4 estrellas,180.34,6,1082.04
2022-09-05,Río de Janeiro,Hotel 3 estrellas,132.14,11,1453.54
2025-03-10,Lima,Airbnb,176.03,1,176.03
2024-08-21,Singapur,Hotel 5 estrellas,289.0,4,1156.0
2023-05-01,Lima,Hotel 3 estrellas,102.16,10,1021.6
2022-09-29,Río de Janeiro,Hotel 5 estrellas,333.21,13,4331.73
2023-07-03,Londres,Airbnb,60.69,9,546.21
2024-05-01,Nueva York,Hostal,19.39,2,38.78
2023-03-02,Londres,Airbnb,113.49,7,794.43
2022-10-15,Río de Janeiro,Hotel 2 estrellas,52.18,3,156.54
2025-03-23,El Cairo,Hotel 4 estrellas,100.18,10,1001.8
2025-03-15,Moscú,Airbnb,71.11,8,568.88
2024-07-16,París,Hostal,39.49,5,197.45
2024-05-04,Dubái,Airbnb,194.09,13,2523.17
2023-01-06,Bangkok,Hostal,36.44,9,327.96
2022-07-30,Seúl,Hostal,32.9,3,98.7
2024-10-05,Estambul,Hotel 3 estrellas,121.55,9,1093.95
2024-12-10,El Cairo,Hotel 3 estrellas,138.74,14,1942.36
2022-09-22,Toronto,Hotel 2 estrellas,74.27,3,222.81
2024-02-04,Río de Janeiro,Hotel 4 estrellas,226.37,2,452.74
2024-12-19,Seúl,Hotel 5 estrellas,599.02,9,5391.18
2022-11-05,Londres,Airbnb,58.34,6,350.04
2024-02-17,San Francisco,Airbnb,167.14,5,835.7
2025-04-27,Praga,Hotel 2 estrellas,79.32,2,158.64
2024-11-07,Lima,Hotel 4 estrellas,177.52,4,710.08
2023-11-22,Buenos Aires,Hotel 2 estrellas,56.81,11,624.91
2024-01-19,Delhi,Hotel 5 estrellas,607.64,1,607.64
2022-07-14,Ciudad del Cabo,Hotel 4 estrellas,237.83,3,713.49
2025-01-30,Toronto,Hotel 5 estrellas,372.55,11,4098.05
2022-10-11,Nueva York,Hotel 4 estrellas,168.73,13,2193.49
2024-11-16,Toronto,Hotel 4 estrellas,208.23,1,208.23
2022-06-04,Ámsterdam,Hotel 4 estrellas,182.85,9,1645.65
2024-10-21,Estambul,Hostal,14.81,5,74.05
2025-02-16,Singapur,Hotel 5 estrellas,594.77,6,3568.62
2023-06-28,Ciudad del Cabo,Airbnb,194.33,14,2720.62
2024-10-12,Ciudad del Cabo,Hotel 5 estrellas,417.16,2,834.32
2024-01-06,Berlín,Hotel 5 estrellas,952.44,13,12381.72
2023-01-12,Roma,Hotel 2 estrellas,46.71,8,373.68
2023-12-03,Toronto,Hotel 5 estrellas,835.7,3,2507.1
2023-01-28,Bangkok,Hotel 5 estrellas,943.92,2,1887.84
2024-08-23,San Francisco,Hostal,22.98,11,252.78
2023-10-31,Buenos Aires,Hotel 3 estrellas,85.07,13,1105.91
2024-11-20,Nueva York,Hotel 2 estrellas,69.21,3,207.63
2024-05-21,Moscú,Hotel 3 estrellas,73.62,4,294.48
2024-12-28,Barcelona,Hotel 5 estrellas,251.45,14,3520.3
2024-11-02,Roma,Hotel 4 estrellas,161.68,1,161.68
2023-09-19,Praga,Airbnb,172.02,10,1720.2
2022-07-14,Estambul,Hotel 3 estrellas,89.19,11,981.09
2024-01-26,Ámsterdam,Hotel 5 estrellas,414.35,9,3729.15
2023-01-18,San Francisco,Hotel 2 estrellas,48.82,14,683.48
2024-04-22,Barcelona,Hotel 3 estrellas,103.93,11,1143.23
2024-09-20,Buenos Aires,Airbnb,49.76,2,99.52
2023-07-20,Singapur,Hotel 5 estrellas,655.78,3,1967.34
2023-03-10,Londres,Hostal,43.58,11,479.38
2025-02-10,Praga,Hotel 4 estrellas,141.15,6,846.9
2024-03-24,Seúl,Hotel 2 estrellas,66.19,11,728.09
2023-03-14,Ámsterdam,Hotel 2 estrellas,42.28,2,84.56
2024-09-13,San Francisco,Airbnb,41.05,3,123.15
2024-10-15,Dubái,Hostal,14.61,4,58.44
