Fecha,Origen,Destino,Distancia_km,Precio_USD,Clase
2022-04-09,SIN (Singapur),PVG (Shanghái),5887,3342.12,2
2025-01-10,LAX (Los Ángeles),JFK (Nueva York),13704,1415.61,0
2025-02-20,GRU (São Paulo),LAX (Los Ángeles),14331,1471.43,0
2022-06-06,DXB (Dubái),FRA (Frankfurt),9585,1022.21,0
2023-08-11,ATL (Atlanta),CPT (Ciudad del Cabo),9344,1058.68,0
2025-03-14,NRT (Tokio),HND (Tokio),7275,1887.22,1
2020-10-19,GRU (São Paulo),SYD (Sídney),7721,814.05,0
2022-03-20,DOH (Doha),PEK (Pekín),11659,1170.24,0
2020-11-13,ATL (Atlanta),DEL (Delhi),9777,948.75,0
2023-03-10,DXB (Dubái),MAD (Madrid),11360,3000.74,1
2021-01-03,PVG (Shanghái),DOH (Doha),11163,1068.09,0
2020-12-15,FRA (Frankfurt),DXB (Dubái),10128,1096.77,0
2024-04-08,PVG (Shanghái),EZE (Buenos Aires),9476,1047.81,0
2023-12-01,LAX (Los Ángeles),ATL (Atlanta),8341,842.12,0
2020-05-30,DXB (Dubái),ORD (Chicago),11803,1315.11,0
2022-10-04,CPT (Ciudad del Cabo),MAD (Madrid),9836,1074.75,0
2024-03-08,DEL (Delhi),SIN (Singapur),13960,1437.98,0
2022-10-21,FRA (Frankfurt),JFK (Nueva York),13073,1359.1,0
2022-05-20,GRU (São Paulo),PEK (Pekín),11628,1122.13,0
2024-03-25,SYD (Sídney),DEL (Delhi),11112,1110.91,0
2025-04-12,PEK (Pekín),ATL (Atlanta),11850,1131.66,0
2022-12-01,HND (Tokio),GRU (São Paulo),8593,874.06,0
2024-12-12,LHR (Londres),CPT (Ciudad del Cabo),8735,910.77,0
2022-09-20,SIN (Singapur),ATL (Atlanta),9427,1069.07,0
2023-12-19,HND (Tokio),JFK (Nueva York),11281,2814.21,1
2022-01-16,LAX (Los Ángeles),SYD (Sídney),13375,1366.38,0
2025-01-01,LAX (Los Ángeles),PVG (Shanghái),11910,3171.64,1
2020-06-09,DEL (Delhi),LAX (Los Ángeles),13578,3307.93,1
2025-02-26,FRA (Frankfurt),EZE (Buenos Aires),12181,1317.68,0
2024-05-22,ORD (Chicago),ATL (Atlanta),11767,1317.26,0
2025-03-12,MAD (Madrid),HND (Tokio),11875,1180.82,0
2023-06-06,LHR (Londres),MAD (Madrid),11502,1113.2,0
2020-06-22,DOH (Doha),CPT (Ciudad del Cabo),9300,2555.87,1
2024-10-26,DXB (Dubái),SIN (Singapur),8742,863.19,0
2021-07-31,LHR (Londres),SIN (Singapur),9378,945.13,0
2023-09-28,DOH (Doha),GRU (São Paulo),9357,910.01,0
2023-01-23,DOH (Doha),EZE (Buenos Aires),10913,6045.21,2
2023-05-08,HND (Tokio),SYD (Sídney),9133,991.95,0
2020-10-20,NRT (Tokio),DEL (Delhi),8135,2088.35,1
2023-08-06,HND (Tokio),SYD (Sídney),14637,3700.35,1
2022-01-13,NRT (Tokio),GRU (São Paulo),9976,1132.92,0
2022-03-19,CDG (París),LAX (Los Ángeles),9778,2575.95,1
2020-07-01,CDG (París),DXB (Dubái),10600,1135.89,0
2024-06-28,SIN (Singapur),EZE (Buenos Aires),14564,4047.02,1
2021-09-10,NRT (Tokio),LHR (Londres),8181,2209.59,1
2023-02-15,CDG (París),CPT (Ciudad del Cabo),14406,4067.45,1
2024-04-13,DEL (Delhi),ATL (Atlanta),9232,1018.42,0
2020-12-07,CDG (París),PEK (Pekín),7911,829.21,0
2021-04-29,DEL (Delhi),NRT (Tokio),9032,994.03,0
2024-02-14,LHR (Londres),EZE (Buenos Aires),10829,1239.35,0
2024-03-09,LHR (Londres),LAX (Los Ángeles),4815,524.31,0
2021-10-13,ORD (Chicago),DOH (Doha),9600,916.37,0
2022-07-10,ORD (Chicago),PVG (Shanghái),10028,974.39,0
2022-01-28,ATL (Atlanta),MAD (Madrid),12562,3513.36,1
2023-12-03,GRU (São Paulo),HND (Tokio),8443,964.94,0
2025-01-30,DOH (Doha),ORD (Chicago),12894,1382.54,0
2021-09-04,NRT (Tokio),DXB (Dubái),13741,1487.45,0
2021-11-10,HND (Tokio),ORD (Chicago),12801,1410.44,0
2023-12-04,DEL (Delhi),HND (Tokio),12862,3576.7,1
2022-09-15,SIN (Singapur),ATL (Atlanta),11343,1115.04,0
2024-11-06,JFK (Nueva York),CPT (Ciudad del Cabo),8278,4400.91,2
2023-05-28,CPT (Ciudad del Cabo),CDG (París),9081,904.93,0
2022-08-02,DXB (Dubái),ORD (Chicago),13967,3458.08,1
2021-11-01,ORD (Chicago),JFK (Nueva York),8840,877.98,0
2023-01-09,LHR (Londres),SYD (Sídney),10932,1187.59,0
2021-07-06,PVG (Shanghái),CPT (Ciudad del Cabo),12693,1399.79,0
2022-03-29,DOH (Doha),JFK (Nueva York),13187,7002.02,2
2023-08-02,LHR (Londres),DOH (Doha),8291,792.07,0
2021-10-11,FRA (Frankfurt),PVG (Shanghái),10308,5485.28,2
2024-10-13,DOH (Doha),SYD (Sídney),13269,3424.44,1
2021-04-10,FRA (Frankfurt),CDG (París),14836,1690.39,0
2023-04-09,LHR (Londres),DOH (Doha),10712,5377.86,2
2023-07-01,FRA (Frankfurt),PEK (Pekín),9330,4983.3,2
2023-05-27,CDG (París),SIN (Singapur),14566,1600.16,0
2025-04-23,FRA (Frankfurt),SIN (Singapur),9678,1031.65,0
2020-10-23,MAD (Madrid),FRA (Frankfurt),13029,1430.93,0
2023-08-05,DXB (Dubái),GRU (São Paulo),14703,1416.37,0
2022-06-17,CPT (Ciudad del Cabo),MAD (Madrid),8560,4825.43,2
2021-03-21,DXB (Dubái),JFK (Nueva York),12723,3324.37,1
2021-01-01,DEL (Delhi),NRT (Tokio),9823,5611.08,2
2024-12-26,JFK (Nueva York),CPT (Ciudad del Cabo),10668,1165.81,0
2023-03-22,DXB (Dubái),GRU (São Paulo),10452,1004.52,0
2021-08-24,DOH (Doha),DXB (Dubái),7541,1990.45,1
2022-03-21,SYD (Sídney),NRT (Tokio),10485,1113.06,0
2021-07-10,CDG (París),LAX (Los Ángeles),10919,1055.15,0
2023-10-18,DEL (Delhi),LAX (Los Ángeles),11695,1294.35,0
2024-12-23,PVG (Shanghái),CDG (París),13224,1450.52,0
2022-09-09,DEL (Delhi),HND (Tokio),11449,1125.94,0
2022-09-01,FRA (Frankfurt),EZE (Buenos Aires),12529,1200.91,0
2021-07-31,HND (Tokio),LHR (Londres),11368,1180.29,0
2021-09-03,EZE (Buenos Aires),FRA (Frankfurt),13051,1448.68,0
2023-02-14,CPT (Ciudad del Cabo),DEL (Delhi),11926,1237.51,0
2024-06-30,HND (Tokio),DOH (Doha),14438,1463.92,0
2023-12-11,ATL (Atlanta),CDG (París),10400,1078.7,0
2021-01-10,ATL (Atlanta),SYD (Sídney),13106,1322.78,0
2021-04-26,FRA (Frankfurt),HND (Tokio),12154,2972.53,1
2021-08-16,HND (Tokio),CPT (Ciudad del Cabo),12419,1273.23,0
2020-11-08,SIN (Singapur),PVG (Shanghái),1820,208.61,0
2021-04-02,LAX (Los Ángeles),MAD (Madrid),11462,1261.61,0
2021-05-25,EZE (Buenos Aires),SYD (Sídney),12431,1297.32,0
2022-04-28,LAX (Los Ángeles),MAD (Madrid),8989,1011.58,0
2024-08-16,SIN (Singapur),CDG (París),11277,1255.18,0
2021-02-14,FRA (Frankfurt),PEK (Pekín),11093,1205.98,0
2020-09-13,ATL (Atlanta),EZE (Buenos Aires),8424,947.21,0
2020-12-19,SIN (Singapur),HND (Tokio),10539,1099.53,0
2020-09-22,GRU (São Paulo),HND (Tokio),10360,5055.4,2
2023-12-08,FRA (Frankfurt),NRT (Tokio),13116,1389.28,0
2021-07-02,ORD (Chicago),EZE (Buenos Aires),8779,932.11,0
2024-10-29,DOH (Doha),MAD (Madrid),14573,1459.2,0
2023-10-31,LAX (Los Ángeles),PVG (Shanghái),11309,2785.21,1
2021-02-21,EZE (Buenos Aires),DXB (Dubái),10323,1172.89,0
2025-03-16,MAD (Madrid),JFK (Nueva York),14089,1620.03,0
2021-02-16,LAX (Los Ángeles),CPT (Ciudad del Cabo),12037,1285.85,0
2024-10-09,GRU (São Paulo),LAX (Los Ángeles),12879,1234.42,0
2023-10-12,HND (Tokio),FRA (Frankfurt),10700,1089.85,0
2025-02-14,FRA (Frankfurt),JFK (Nueva York),8035,903.46,0
2024-10-07,LHR (Londres),DEL (Delhi),8578,960.42,0
2024-09-19,DEL (Delhi),ATL (Atlanta),14471,1404.75,0
2021-04-01,DXB (Dubái),LHR (Londres),8947,4839.78,2
2021-06-21,CPT (Ciudad del Cabo),MAD (Madrid),8424,915.37,0
2021-08-03,ORD (Chicago),HND (Tokio),8476,928.31,0
2022-04-01,MAD (Madrid),LHR (Londres),14584,1399.35,0
2021-12-06,MAD (Madrid),LHR (Londres),14399,1615.97,0
2025-01-13,ATL (Atlanta),SYD (Sídney),13527,1435.45,0
2022-08-24,EZE (Buenos Aires),JFK (Nueva York),10857,1187.24,0
2022-08-12,MAD (Madrid),SIN (Singapur),13070,7253.92,2
2022-09-08,DEL (Delhi),NRT (Tokio),13493,3376.55,1
2020-06-03,SIN (Singapur),ATL (Atlanta),9064,2359.97,1
2023-05-12,HND (Tokio),DOH (Doha),10372,1167.86,0
2021-05-03,DOH (Doha),ORD (Chicago),13260,1355.45,0
2024-11-15,SIN (Singapur),DOH (Doha),8814,985.73,0
2023-10-27,FRA (Frankfurt),DEL (Delhi),10679,1127.65,0
2023-07-27,JFK (Nueva York),DEL (Delhi),13587,7187.14,2
2022-04-05,ORD (Chicago),DEL (Delhi),13585,3328.39,1
2023-07-28,LHR (Londres),PEK (Pekín),9319,5347.71,2
2024-07-22,SIN (Singapur),ATL (Atlanta),9144,870.17,0
2022-05-23,FRA (Frankfurt),SYD (Sídney),12657,1373.72,0
2021-09-30,SYD (Sídney),EZE (Buenos Aires),8734,963.65,0
2023-07-28,CDG (París),LHR (Londres),14095,1420.14,0
2023-09-14,DEL (Delhi),LAX (Los Ángeles),12502,1223.54,0
2025-03-23,PEK (Pekín),ORD (Chicago),10527,1188.61,0
2022-06-17,CDG (París),LHR (Londres),14960,1646.34,0
2024-01-09,PEK (Pekín),ORD (Chicago),10787,1206.2,0
2024-09-21,NRT (Tokio),LHR (Londres),11922,1298.64,0
2021-03-02,PEK (Pekín),LHR (Londres),10878,1226.05,0
2024-06-27,EZE (Buenos Aires),PVG (Shanghái),11650,1141.85,0
2024-03-20,CPT (Ciudad del Cabo),PVG (Shanghái),10776,1192.93,0
2023-01-06,GRU (São Paulo),ATL (Atlanta),13307,3406.77,1
2023-03-23,FRA (Frankfurt),GRU (São Paulo),8533,2090.83,1
2023-10-09,ORD (Chicago),CDG (París),12428,3420.9,1
2024-02-08,CDG (París),FRA (Frankfurt),10803,1088.93,0
2023-10-23,CPT (Ciudad del Cabo),NRT (Tokio),9776,1045.79,0
2022-01-14,PVG (Shanghái),PEK (Pekín),8710,934.08,0
2025-01-20,SYD (Sídney),PVG (Shanghái),3303,329.08,0
2023-04-01,NRT (Tokio),SYD (Sídney),13166,7062.82,2
2020-09-06,MAD (Madrid),FRA (Frankfurt),14728,1567.34,0
2023-07-16,EZE (Buenos Aires),PVG (Shanghái),10796,2788.9,1
2022-01-09,SIN (Singapur),DXB (Dubái),14710,8230.53,2
2022-03-08,GRU (São Paulo),PEK (Pekín),12174,1338.28,0
2022-05-15,LAX (Los Ángeles),FRA (Frankfurt),11068,1244.35,0
2021-04-18,EZE (Buenos Aires),PVG (Shanghái),8864,887.2,0
2021-02-28,GRU (São Paulo),JFK (Nueva York),9369,1045.94,0
2023-09-10,GRU (São Paulo),DEL (Delhi),8932,1000.29,0
2023-08-17,HND (Tokio),DOH (Doha),10019,2608.65,1
2022-03-10,JFK (Nueva York),PVG (Shanghái),12812,1387.69,0
2023-09-15,NRT (Tokio),DXB (Dubái),10192,1124.88,0
2024-07-27,DEL (Delhi),EZE (Buenos Aires),14714,1619.05,0
2020-10-24,DEL (Delhi),JFK (Nueva York),11499,2916.46,1
2023-02-06,DXB (Dubái),CPT (Ciudad del Cabo),14129,8051.29,2
2022-06-06,FRA (Frankfurt),EZE (Buenos Aires),14514,1508.26,0
2020-09-15,NRT (Tokio),DEL (Delhi),13388,1332.15,0
2021-04-27,DXB (Dubái),DEL (Delhi),5584,537.78,0
2022-08-06,DEL (Delhi),PVG (Shanghái),10940,1250.87,0
2020-07-02,GRU (São Paulo),PVG (Shanghái),4252,465.48,0
2020-09-17,HND (Tokio),CDG (París),13280,1440.5,0
2022-06-08,HND (Tokio),ATL (Atlanta),9836,1007.92,0
2024-04-11,NRT (Tokio),FRA (Frankfurt),9096,1036.94,0
2023-06-26,FRA (Frankfurt),GRU (São Paulo),14965,4182.13,1
2020-06-10,EZE (Buenos Aires),LAX (Los Ángeles),9556,942.22,0
2024-06-28,PEK (Pekín),LAX (Los Ángeles),8966,973.76,0
2024-03-02,PVG (Shanghái),SIN (Singapur),6136,3520.57,2
2021-01-11,SYD (Sídney),DEL (Delhi),11074,1123.83,0
2021-08-14,PEK (Pekín),ATL (Atlanta),9924,5007.92,2
2022-03-13,LAX (Los Ángeles),MAD (Madrid),11703,3076.71,1
2024-07-24,ORD (Chicago),LHR (Londres),12434,1265.71,0
2022-12-01,MAD (Madrid),LAX (Los Ángeles),8908,950.08,0
2024-12-22,SIN (Singapur),FRA (Frankfurt),13061,1425.66,0
2023-06-10,NRT (Tokio),DXB (Dubái),8932,888.13,0
2022-09-09,SIN (Singapur),HND (Tokio),9864,1110.36,0
2021-11-29,CDG (París),MAD (Madrid),12604,1225.86,0
2025-01-07,MAD (Madrid),ATL (Atlanta),14843,3700.67,1
2025-04-26,GRU (São Paulo),CPT (Ciudad del Cabo),11942,1371.39,0
2024-08-03,CPT (Ciudad del Cabo),DXB (Dubái),8873,914.41,0
2025-03-27,JFK (Nueva York),ATL (Atlanta),14780,1640.58,0
2024-03-09,EZE (Buenos Aires),PVG (Shanghái),8117,920.63,0
2021-05-30,LAX (Los Ángeles),NRT (Tokio),8765,990.58,0
2024-04-20,GRU (São Paulo),DEL (Delhi),10034,1053.34,0
2021-04-03,DXB (Dubái),DOH (Doha),4563,503.33,0
2022-04-23,CDG (París),MAD (Madrid),11047,1262.61,0
2020-07-30,GRU (São Paulo),PEK (Pekín),9892,1089.13,0
2024-06-23,DOH (Doha),CDG (París),8153,877.06,0
2021-06-29,NRT (Tokio),GRU (São Paulo),11801,1217.56,0
2022-03-13,LHR (Londres),MAD (Madrid),12330,1342.12,0
2022-11-17,ORD (Chicago),LHR (Londres),10863,1086.88,0
2024-07-16,PVG (Shanghái),LAX (Los Ángeles),11758,1188.43,0
2021-07-26,PEK (Pekín),CPT (Ciudad del Cabo),12688,1219.5,0
2021-07-22,CDG (París),GRU (São Paulo),9423,1014.46,0
2024-04-29,DOH (Doha),GRU (São Paulo),8824,976.92,0
2020-12-02,DEL (Delhi),SYD (Sídney),11387,1303.49,0
2021-06-09,CDG (París),JFK (Nueva York),12267,1192.81,0
2021-03-20,LAX (Los Ángeles),ORD (Chicago),9485,932.0,0
2021-04-12,SIN (Singapur),MAD (Madrid),8696,4366.9,2
2023-02-02,ATL (Atlanta),PVG (Shanghái),10747,1099.3,0
2021-05-24,SIN (Singapur),HND (Tokio),9783,939.86,0
2023-10-24,LAX (Los Ángeles),CPT (Ciudad del Cabo),11685,6400.81,2
2022-12-03,LAX (Los Ángeles),CPT (Ciudad del Cabo),8277,2155.91,1
2021-01-27,SYD (Sídney),JFK (Nueva York),9949,995.54,0
2023-04-28,PEK (Pekín),CPT (Ciudad del Cabo),9418,923.61,0
2022-05-18,ORD (Chicago),DXB (Dubái),13808,3957.96,1
2023-03-18,LHR (Londres),CDG (París),11019,1063.28,0
2023-10-06,DEL (Delhi),SIN (Singapur),8802,916.58,0
2022-02-20,LAX (Los Ángeles),CDG (París),9682,1099.42,0
2022-03-08,HND (Tokio),DOH (Doha),10998,1124.69,0
2023-11-04,PVG (Shanghái),DEL (Delhi),11945,1148.84,0
2024-09-15,LHR (Londres),PVG (Shanghái),14880,1467.29,0
2021-05-28,SYD (Sídney),DEL (Delhi),10911,1102.68,0
2020-11-14,CDG (París),GRU (São Paulo),10846,1212.17,0
2020-10-27,CPT (Ciudad del Cabo),DEL (Delhi),10698,1017.67,0
2023-01-20,HND (Tokio),SYD (Sídney),13060,3577.86,1
2022-09-08,ORD (Chicago),SIN (Singapur),11947,3132.16,1
2023-11-19,EZE (Buenos Aires),ORD (Chicago),9418,2687.31,1
2023-11-20,ATL (Atlanta),CPT (Ciudad del Cabo),8303,855.11,0
2023-11-17,PVG (Shanghái),ORD (Chicago),11483,1246.34,0
2021-12-26,LAX (Los Ángeles),CPT (Ciudad del Cabo),10127,5055.58,2
2021-06-19,EZE (Buenos Aires),ORD (Chicago),11275,6446.59,2
2023-06-27,HND (Tokio),CPT (Ciudad del Cabo),13202,1321.1,0
2022-06-20,CPT (Ciudad del Cabo),LHR (Londres),11620,1233.22,0
2022-04-04,ORD (Chicago),DEL (Delhi),11338,1186.19,0
2024-02-17,HND (Tokio),SIN (Singapur),8245,887.33,0
2024-11-24,ORD (Chicago),LAX (Los Ángeles),12420,1397.28,0
2021-10-10,GRU (São Paulo),EZE (Buenos Aires),8396,917.05,0
2022-10-13,PVG (Shanghái),ORD (Chicago),8484,859.0,0
2022-12-27,DEL (Delhi),FRA (Frankfurt),11987,1326.73,0
2022-04-20,CDG (París),DOH (Doha),12345,1342.71,0
2022-05-16,MAD (Madrid),FRA (Frankfurt),14708,1620.24,0
2020-12-21,SYD (Sídney),NRT (Tokio),10497,5823.39,2
2025-03-08,HND (Tokio),CDG (París),14622,3784.49,1
2022-10-09,CPT (Ciudad del Cabo),HND (Tokio),9319,2447.11,1
2024-03-31,LHR (Londres),FRA (Frankfurt),11058,2820.09,1
2024-03-24,ORD (Chicago),EZE (Buenos Aires),13405,1403.11,0
2022-12-06,GRU (São Paulo),SYD (Sídney),5807,1471.46,1
2025-03-14,CDG (París),JFK (Nueva York),9540,974.94,0
2022-01-16,HND (Tokio),DOH (Doha),14549,1526.36,0
2020-11-23,NRT (Tokio),GRU (São Paulo),8819,847.56,0
2023-09-15,JFK (Nueva York),SYD (Sídney),9329,2650.39,1
2022-05-25,NRT (Tokio),MAD (Madrid),9634,1039.5,0
2024-04-18,EZE (Buenos Aires),CPT (Ciudad del Cabo),10013,1140.8,0
2025-03-19,ATL (Atlanta),EZE (Buenos Aires),11662,5929.51,2
2023-09-15,HND (Tokio),JFK (Nueva York),12204,1212.92,0
2021-12-16,DXB (Dubái),GRU (São Paulo),13241,1264.64,0
2021-04-10,EZE (Buenos Aires),PVG (Shanghái),13465,1343.08,0
2021-07-10,MAD (Madrid),ORD (Chicago),8020,846.89,0
2021-03-04,LHR (Londres),HND (Tokio),9932,970.51,0
2024-03-19,SYD (Sídney),DOH (Doha),10619,1068.66,0
2024-04-03,SIN (Singapur),EZE (Buenos Aires),9819,1050.23,0
2025-02-26,CPT (Ciudad del Cabo),EZE (Buenos Aires),14819,1533.65,0
2022-02-22,SYD (Sídney),HND (Tokio),10438,1121.02,0
2024-05-17,CPT (Ciudad del Cabo),CDG (París),14003,1490.53,0
2025-03-18,DXB (Dubái),EZE (Buenos Aires),10048,5170.44,2
2023-04-14,LAX (Los Ángeles),CDG (París),11300,6358.09,2
2023-02-20,PVG (Shanghái),DEL (Delhi),10241,2722.39,1
2024-09-02,GRU (São Paulo),JFK (Nueva York),9774,1012.04,0
2025-03-21,CPT (Ciudad del Cabo),HND (Tokio),9526,1088.08,0
2023-12-05,SYD (Sídney),MAD (Madrid),11018,1098.33,0
2023-12-24,ORD (Chicago),DOH (Doha),9477,1086.87,0
2021-07-01,PEK (Pekín),EZE (Buenos Aires),10483,1009.44,0
2020-10-18,DXB (Dubái),PEK (Pekín),13490,1410.16,0
2021-08-18,ATL (Atlanta),LAX (Los Ángeles),9677,1027.19,0
2020-08-06,LHR (Londres),DXB (Dubái),11940,1369.38,0
2024-05-13,LAX (Los Ángeles),PEK (Pekín),10785,1175.44,0
2023-10-07,CPT (Ciudad del Cabo),DEL (Delhi),9285,951.73,0
2022-06-05,SIN (Singapur),GRU (São Paulo),1719,190.66,0
2024-06-02,FRA (Frankfurt),HND (Tokio),10184,1016.47,0
2022-09-25,DOH (Doha),FRA (Frankfurt),11808,3123.12,1
2023-02-16,NRT (Tokio),MAD (Madrid),12394,1238.92,0
2022-11-15,ATL (Atlanta),CPT (Ciudad del Cabo),9790,1007.65,0
2021-12-22,CPT (Ciudad del Cabo),FRA (Frankfurt),14334,1483.57,0
2020-12-19,CDG (París),GRU (São Paulo),11257,2942.53,1
2021-12-19,ATL (Atlanta),SYD (Sídney),8970,994.89,0
2020-08-04,LAX (Los Ángeles),HND (Tokio),9585,2588.14,1
2022-09-06,ORD (Chicago),DXB (Dubái),12908,3659.94,1
2021-12-11,ORD (Chicago),HND (Tokio),9205,986.95,0
2020-11-28,SYD (Sídney),ORD (Chicago),14227,1523.64,0
2023-02-05,HND (Tokio),MAD (Madrid),12575,1344.19,0
2023-10-17,CDG (París),HND (Tokio),13445,1440.28,0
2021-04-14,JFK (Nueva York),DOH (Doha),14401,1560.0,0
2024-04-25,FRA (Frankfurt),DEL (Delhi),14596,4053.08,1
2021-12-18,PEK (Pekín),HND (Tokio),8041,4247.23,2
2023-07-07,SIN (Singapur),JFK (Nueva York),14951,1567.49,0
2021-02-05,NRT (Tokio),GRU (São Paulo),14940,1694.37,0
2022-03-07,DXB (Dubái),PEK (Pekín),10997,1233.21,0
2023-10-15,FRA (Frankfurt),SYD (Sídney),12904,1348.71,0
2020-09-01,SIN (Singapur),HND (Tokio),14070,1460.93,0
2021-01-01,ORD (Chicago),NRT (Tokio),12973,1274.65,0
2024-01-22,DEL (Delhi),CPT (Ciudad del Cabo),14750,8389.85,2
2022-05-17,LHR (Londres),ORD (Chicago),13126,7373.51,2
2025-01-07,ATL (Atlanta),CPT (Ciudad del Cabo),9731,1010.94,0
2025-03-20,DOH (Doha),GRU (São Paulo),12012,1171.55,0
2020-12-06,CPT (Ciudad del Cabo),PEK (Pekín),14391,1429.87,0
2021-03-22,EZE (Buenos Aires),JFK (Nueva York),13326,1286.9,0
2021-04-10,ATL (Atlanta),MAD (Madrid),9304,1057.48,0
2022-04-28,FRA (Frankfurt),CPT (Ciudad del Cabo),8498,851.67,0
2024-04-12,DOH (Doha),NRT (Tokio),12546,1193.55,0
2023-03-17,ATL (Atlanta),NRT (Tokio),11543,2826.4,1
2024-01-10,PEK (Pekín),JFK (Nueva York),10198,2873.0,1
2021-08-17,CDG (París),ATL (Atlanta),13686,1334.43,0
2024-09-12,ATL (Atlanta),SIN (Singapur),13053,3688.89,1
2024-04-08,DOH (Doha),EZE (Buenos Aires),10059,992.2,0
2022-02-21,JFK (Nueva York),PEK (Pekín),9597,1036.56,0
2022-07-31,EZE (Buenos Aires),ORD (Chicago),14347,1632.31,0
2024-11-23,DOH (Doha),GRU (São Paulo),10689,1134.66,0
2024-10-01,HND (Tokio),ATL (Atlanta),10222,1066.15,0
2024-06-04,EZE (Buenos Aires),LAX (Los Ángeles),12031,1324.18,0
2022-08-29,FRA (Frankfurt),HND (Tokio),11556,3180.92,1
2023-08-31,EZE (Buenos Aires),ORD (Chicago),14250,1463.74,0
2020-11-06,PVG (Shanghái),LAX (Los Ángeles),14840,1691.62,0
2020-10-06,SIN (Singapur),DEL (Delhi),12567,1205.08,0
2022-03-06,DEL (Delhi),PVG (Shanghái),11255,1247.78,0
2021-08-13,GRU (São Paulo),FRA (Frankfurt),8819,883.36,0
2023-05-30,JFK (Nueva York),LAX (Los Ángeles),9294,921.4,0
2021-11-28,LHR (Londres),FRA (Frankfurt),8919,2201.97,1
2023-09-15,NRT (Tokio),PEK (Pekín),11019,1166.4,0
2020-07-06,CDG (París),NRT (Tokio),11796,3175.33,1
2023-08-05,NRT (Tokio),DEL (Delhi),14161,1487.1,0
2022-08-28,ORD (Chicago),JFK (Nueva York),9444,1024.43,0
2022-03-11,EZE (Buenos Aires),FRA (Frankfurt),9623,2639.46,1
2022-09-04,NRT (Tokio),JFK (Nueva York),14493,1554.08,0
2022-04-19,PVG (Shanghái),SYD (Sídney),4068,436.03,0
2023-06-27,HND (Tokio),CDG (París),13169,1495.18,0
2024-01-15,JFK (Nueva York),LHR (Londres),10376,2629.68,1
2020-06-03,GRU (São Paulo),ATL (Atlanta),8920,2144.41,1
2024-10-04,MAD (Madrid),ATL (Atlanta),11080,1125.43,0
2021-08-23,LHR (Londres),ORD (Chicago),8357,941.79,0
2024-05-18,DXB (Dubái),ORD (Chicago),10606,1165.0,0
2022-08-29,MAD (Madrid),PEK (Pekín),8261,805.0,0
2025-01-17,HND (Tokio),ATL (Atlanta),11899,1311.85,0
2024-08-02,ORD (Chicago),EZE (Buenos Aires),10832,1030.16,0
2022-06-29,EZE (Buenos Aires),ORD (Chicago),8159,4600.55,2
2022-08-30,HND (Tokio),CPT (Ciudad del Cabo),14594,1506.73,0
2024-12-30,EZE (Buenos Aires),NRT (Tokio),12892,3336.25,1
2021-01-24,HND (Tokio),SIN (Singapur),10303,986.35,0
2023-08-04,LHR (Londres),LAX (Los Ángeles),7965,2233.83,1
2022-05-29,ORD (Chicago),PVG (Shanghái),10437,5267.57,2
2021-02-08,MAD (Madrid),SYD (Sídney),14685,1616.84,0
2022-02-05,DEL (Delhi),JFK (Nueva York),12451,1364.56,0
2021-01-19,LAX (Los Ángeles),ATL (Atlanta),13966,1507.8,0
2023-05-27,JFK (Nueva York),LAX (Los Ángeles),14949,1601.64,0
2021-11-28,DEL (Delhi),HND (Tokio),12356,3401.05,1
2025-03-01,EZE (Buenos Aires),JFK (Nueva York),13092,1317.5,0
2024-11-30,DXB (Dubái),NRT (Tokio),14762,1402.66,0
2022-01-21,PEK (Pekín),MAD (Madrid),12634,3480.26,1
2022-06-28,SYD (Sídney),ORD (Chicago),10324,1170.55,0
2020-11-08,LHR (Londres),ORD (Chicago),14287,1528.72,0
2022-07-01,NRT (Tokio),EZE (Buenos Aires),14250,1451.66,0
2020-08-23,GRU (São Paulo),FRA (Frankfurt),8176,2033.69,1
2023-03-07,MAD (Madrid),CPT (Ciudad del Cabo),9033,2238.16,1
2022-12-15,EZE (Buenos Aires),GRU (São Paulo),13243,1370.75,0
2021-02-08,CDG (París),CPT (Ciudad del Cabo),14786,1480.08,0
2022-08-06,CDG (París),SYD (Sídney),11190,1141.13,0
2023-10-18,MAD (Madrid),ORD (Chicago),12897,1463.29,0
2021-05-25,LHR (Londres),ATL (Atlanta),8412,2033.1,1
2020-08-03,FRA (Frankfurt),PVG (Shanghái),14070,1381.86,0
2021-09-09,ATL (Atlanta),ORD (Chicago),14282,1490.7,0
2023-12-15,FRA (Frankfurt),CPT (Ciudad del Cabo),8249,867.05,0
2023-05-31,PVG (Shanghái),JFK (Nueva York),14196,1589.76,0
2023-07-26,EZE (Buenos Aires),MAD (Madrid),14105,1429.66,0
2025-02-26,FRA (Frankfurt),MAD (Madrid),8258,786.85,0
2022-12-12,GRU (São Paulo),PVG (Shanghái),6629,669.56,0
2023-01-11,PEK (Pekín),SIN (Singapur),14814,1677.36,0
2021-12-27,ORD (Chicago),DXB (Dubái),9694,5091.96,2
2024-07-26,MAD (Madrid),DXB (Dubái),12308,1355.66,0
2024-06-07,DXB (Dubái),SIN (Singapur),14742,1608.24,0
2025-03-30,MAD (Madrid),FRA (Frankfurt),8778,904.03,0
2023-06-25,LAX (Los Ángeles),PEK (Pekín),9328,2630.46,1
2021-09-22,GRU (São Paulo),DXB (Dubái),12696,1265.53,0
